flight_id,airline,source,destination,travel_month,days_before_booking,stops,duration_hours,ticket_price
FLT0320,Akasa Air,Chennai,Mumbai,8,31.0,1 Stop,7.1,10235.0
FLT0321,Akasa Air,Bangalore,Hyderabad,8,106.0,1 Stop,8.6,10904.0
FLT0322,Vistara,Chennai,Hyderabad,12,61.0,1 Stop,9.9,14089.0
FLT0323,Air India,Kolkata,Delhi,4,87.0,Non-stop,2.5,7378.0
FLT0324,Vistara,Bangalore,Chennai,10,13.0,2 Stops,8.2,11417.0
FLT0325,GoAir,Bangalore,Pune,12,95.0,1 Stop,9.0,9796.0
FLT0326,SpiceJet,Delhi,Kolkata,7,80.0,Non-stop,1.4,3766.0
FLT0327,GoAir,Bangalore,Mumbai,11,120.0,Non-stop,7.8,13955.0
FLT0328,Vistara,Delhi,Hyderabad,2,17.0,Non-stop,4.2,7303.0
FLT0329,SpiceJet,Mumbai,Kolkata,11,65.0,1 Stop,6.8,9753.0
FLT0330,Air India,Hyderabad,Chennai,7,62.0,2 Stops,5.6,6744.0
FLT0331,SpiceJet,Delhi,Goa,3,65.0,1 Stop,3.3,5705.0
FLT0332,IndiGo,Bangalore,Kolkata,1,7.0,Non-stop,2.2,6138.0
FLT0333,SpiceJet,Hyderabad,Goa,9,57.0,1 Stop,2.1,3753.0
FLT0334,GoAir,Hyderabad,Mumbai,6,36.0,Non-stop,1.9,4125.0
FLT0335,IndiGo,Delhi,Chennai,4,75.0,1 Stop,6.7,9012.0
FLT0336,Vistara,Delhi,Mumbai,5,28.0,Non-stop,4.2,11298.0
FLT0337,IndiGo,Bangalore,Kolkata,12,53.0,1 Stop,2.9,5450.0
FLT0338,SpiceJet,Chennai,Mumbai,6,75.0,2 Stops,7.2,7351.0
FLT0339,IndiGo,Hyderabad,Chennai,1,8.0,Non-stop,7.2,9008.0
FLT0340,Akasa Air,Mumbai,Bangalore,4,95.0,1 Stop,5.9,10155.0
FLT0341,IndiGo,Delhi,Mumbai,2,86.0,2 Stops,9.4,11741.0
FLT0342,Akasa Air,Mumbai,Delhi,9,7.0,Non-stop,4.5,8240.0
FLT0343,GoAir,Hyderabad,Kolkata,10,8.0,Non-stop,8.5,9643.0
FLT0344,Vistara,Delhi,Goa,11,103.0,1 Stop,1.7,6529.0
FLT0345,GoAir,Bangalore,Mumbai,8,34.0,Non-stop,7.7,12712.0
FLT0346,GoAir,Delhi,Chennai,10,104.0,Non-stop,9.9,12850.0
FLT0347,Akasa Air,Delhi,Mumbai,6,60.0,1 Stop,8.6,11551.0
FLT0348,IndiGo,Hyderabad,Pune,8,42.0,1 Stop,6.2,7764.0
FLT0349,Vistara,Delhi,Chennai,2,33.0,Non-stop,6.6,12534.0
FLT0350,IndiGo,Mumbai,Goa,7,80.0,Non-stop,4.2,9077.0
FLT0351,Vistara,Hyderabad,Mumbai,7,14.0,1 Stop,7.1,11605.0
FLT0352,IndiGo,Chennai,Delhi,1,49.0,1 Stop,7.9,10029.0
FLT0353,Vistara,Delhi,Kolkata,7,42.0,1 Stop,10.0,15864.0
FLT0354,Vistara,Bangalore,Hyderabad,9,19.0,1 Stop,5.4,10685.0
FLT0355,Vistara,Hyderabad,Goa,5,43.0,2 Stops,1.6,4997.0
FLT0356,Vistara,Bangalore,Pune,7,64.0,1 Stop,6.4,9209.0
FLT0357,SpiceJet,Chennai,Goa,4,82.0,Non-stop,2.1,5613.0
FLT0358,GoAir,Chennai,Hyderabad,4,11.0,1 Stop,3.2,4071.0
FLT0359,Vistara,Chennai,Bangalore,2,105.0,1 Stop,4.0,8895.0
FLT0360,Vistara,Mumbai,Chennai,4,106.0,Non-stop,7.6,16400.0
FLT0361,Akasa Air,Hyderabad,Mumbai,10,84.0,Non-stop,2.7,5980.0
FLT0362,IndiGo,Hyderabad,Chennai,12,111.0,1 Stop,2.5,5043.0
FLT0363,IndiGo,Delhi,Bangalore,8,52.0,Non-stop,1.4,5213.0
FLT0364,IndiGo,Kolkata,Delhi,8,99.0,Non-stop,8.9,13458.0
FLT0365,SpiceJet,Kolkata,Mumbai,8,88.0,Non-stop,7.2,10647.0
FLT0366,Air India,Kolkata,Delhi,6,68.0,1 Stop,1.4,6695.0
FLT0367,GoAir,Bangalore,Kolkata,6,22.0,Non-stop,1.3,3474.0
FLT0368,SpiceJet,Bangalore,Goa,8,67.0,1 Stop,6.0,9082.0
FLT0369,Air India,Hyderabad,Chennai,10,109.0,Non-stop,3.5,6541.0
FLT0370,Akasa Air,Delhi,Goa,5,119.0,Non-stop,6.4,12245.0
FLT0371,SpiceJet,Kolkata,Hyderabad,7,54.0,1 Stop,4.9,5460.0
FLT0372,IndiGo,Hyderabad,Delhi,6,30.0,Non-stop,9.3,12878.0
FLT0373,Air India,Kolkata,Mumbai,4,90.0,1 Stop,3.6,8108.0
FLT0374,Air India,Bangalore,Hyderabad,4,10.0,Non-stop,7.1,12016.0
FLT0375,IndiGo,Chennai,Kolkata,1,19.0,Non-stop,1.5,4297.0
FLT0376,IndiGo,Delhi,Bangalore,6,68.0,Non-stop,9.6,14655.0
FLT0377,Akasa Air,Hyderabad,Kolkata,9,119.0,1 Stop,9.8,12187.0
FLT0378,Air India,Bangalore,Goa,9,40.0,Non-stop,7.7,14372.0
FLT0379,Air India,Delhi,Chennai,12,54.0,1 Stop,5.2,9644.0
FLT0380,SpiceJet,Kolkata,Delhi,1,39.0,Non-stop,3.0,6365.0
FLT0381,Vistara,Chennai,Bangalore,10,53.0,1 Stop,8.3,14142.0
FLT0382,Akasa Air,Chennai,Goa,10,1.0,1 Stop,7.6,8859.0
FLT0383,GoAir,Delhi,Pune,6,72.0,Non-stop,3.0,5694.0
FLT0384,Vistara,Kolkata,Pune,4,72.0,1 Stop,5.1,8282.0
FLT0385,Air India,Chennai,Goa,5,38.0,Non-stop,5.2,10698.0
FLT0386,Akasa Air,Kolkata,Delhi,9,32.0,1 Stop,8.4,9880.0
FLT0387,SpiceJet,Kolkata,Bangalore,11,92.0,Non-stop,7.2,10104.0
FLT0388,Akasa Air,Mumbai,Delhi,8,23.0,1 Stop,6.8,10020.0
FLT0389,IndiGo,Mumbai,Delhi,7,6.0,2 Stops,6.8,8398.0
FLT0390,GoAir,Hyderabad,Pune,8,5.0,Non-stop,3.4,4291.0
FLT0391,SpiceJet,Chennai,Goa,1,106.0,1 Stop,4.3,6542.0
FLT0392,IndiGo,Bangalore,Mumbai,8,44.0,1 Stop,1.4,4422.0
FLT0393,Vistara,Mumbai,Hyderabad,1,13.0,Non-stop,8.1,14590.0
FLT0394,SpiceJet,Chennai,Kolkata,12,106.0,1 Stop,4.9,5467.0
FLT0395,IndiGo,Kolkata,Delhi,11,18.0,1 Stop,4.9,7506.0
FLT0396,Air India,Delhi,Goa,7,41.0,2 Stops,3.2,6375.0
FLT0397,GoAir,Chennai,Pune,5,3.0,2 Stops,2.9,3265.0
FLT0398,Air India,Hyderabad,Kolkata,9,82.0,Non-stop,6.3,9955.0
FLT0399,Air India,Mumbai,Hyderabad,8,84.0,1 Stop,3.1,6496.0
FLT0400,Air India,Mumbai,Chennai,9,91.0,1 Stop,1.6,4045.0
FLT0401,Air India,Hyderabad,Pune,7,32.0,Non-stop,7.9,10413.0
FLT0402,Akasa Air,Delhi,Chennai,3,40.0,Non-stop,4.4,6825.0
FLT0403,GoAir,Bangalore,Goa,1,113.0,2 Stops,4.4,7103.0
FLT0404,IndiGo,Bangalore,Delhi,4,99.0,Non-stop,4.9,9594.0
FLT0405,Akasa Air,Kolkata,Mumbai,7,5.0,1 Stop,8.3,9877.0
FLT0406,GoAir,Delhi,Goa,6,84.0,1 Stop,3.9,8040.0
FLT0407,Air India,Bangalore,Kolkata,7,98.0,Non-stop,7.8,14634.0
FLT0408,GoAir,Delhi,Bangalore,4,68.0,1 Stop,9.5,11634.0
FLT0409,IndiGo,Kolkata,Pune,12,77.0,2 Stops,6.9,7312.0
FLT0410,Akasa Air,Chennai,Mumbai,5,1.0,1 Stop,4.9,6519.0
FLT0411,SpiceJet,Bangalore,Kolkata,11,4.0,Non-stop,7.7,9636.0
FLT0412,SpiceJet,Bangalore,Mumbai,5,5.0,Non-stop,5.1,9619.0
FLT0413,IndiGo,Delhi,Mumbai,6,20.0,2 Stops,4.7,7127.0
FLT0414,Akasa Air,Hyderabad,Goa,8,119.0,Non-stop,5.7,9767.0
FLT0415,IndiGo,Chennai,Mumbai,4,77.0,1 Stop,3.9,6592.0
FLT0416,IndiGo,Mumbai,Delhi,3,94.0,Non-stop,1.9,6545.0
FLT0417,IndiGo,Bangalore,Hyderabad,5,36.0,1 Stop,4.7,6037.0
FLT0418,GoAir,Kolkata,Pune,10,113.0,2 Stops,,3045.0
FLT0419,IndiGo,Kolkata,Mumbai,2,24.0,1 Stop,4.7,6391.0
FLT0420,Akasa Air,Bangalore,Hyderabad,6,109.0,2 Stops,6.0,8666.0
FLT0421,SpiceJet,Mumbai,Kolkata,9,4.0,Non-stop,9.4,13426.0
FLT0422,IndiGo,Chennai,Pune,9,3.0,1 Stop,1.3,1329.0
FLT0423,IndiGo,Chennai,Mumbai,6,10.0,1 Stop,6.6,8114.0
FLT0424,IndiGo,Chennai,Goa,1,96.0,1 Stop,5.1,8156.0
FLT0425,Vistara,Delhi,Kolkata,1,31.0,Non-stop,1.2,4798.0
FLT0426,GoAir,Bangalore,Pune,6,55.0,1 Stop,3.2,4049.0
FLT0427,IndiGo,Chennai,Bangalore,10,57.0,Non-stop,2.1,6644.0
FLT0428,GoAir,Hyderabad,Goa,1,95.0,1 Stop,3.0,5358.0
FLT0429,IndiGo,Chennai,Hyderabad,11,42.0,2 Stops,3.5,5047.0
FLT0430,GoAir,Bangalore,Mumbai,9,1.0,Non-stop,4.6,7173.0
FLT0431,Akasa Air,Chennai,Goa,1,47.0,Non-stop,5.8,9984.0
FLT0432,GoAir,Mumbai,Pune,5,35.0,Non-stop,1.0,3268.0
FLT0433,SpiceJet,Delhi,Bangalore,3,88.0,Non-stop,2.5,5931.0
FLT0434,GoAir,Kolkata,Goa,12,91.0,Non-stop,1.8,5757.0
FLT0435,IndiGo,Hyderabad,Chennai,7,12.0,1 Stop,5.9,5936.0
FLT0436,IndiGo,Hyderabad,Kolkata,4,96.0,Non-stop,4.0,8284.0
FLT0437,IndiGo,Chennai,Goa,4,9.0,1 Stop,5.9,8335.0
FLT0438,Vistara,Delhi,Goa,7,75.0,Non-stop,3.0,10291.0
FLT0439,SpiceJet,Hyderabad,Mumbai,1,47.0,Non-stop,1.2,3116.0
FLT0440,SpiceJet,Bangalore,Goa,4,37.0,Non-stop,9.5,14052.0
FLT0441,GoAir,Mumbai,Chennai,2,58.0,1 Stop,2.0,3250.0
FLT0442,IndiGo,Hyderabad,Goa,8,38.0,1 Stop,2.1,4564.0
FLT0443,SpiceJet,Kolkata,Pune,9,96.0,Non-stop,2.3,4886.0
FLT0444,IndiGo,Kolkata,Chennai,6,117.0,1 Stop,9.8,11892.0
FLT0445,IndiGo,Mumbai,Chennai,2,98.0,1 Stop,6.6,8991.0
FLT0446,SpiceJet,Hyderabad,Chennai,5,53.0,Non-stop,6.5,8002.0
FLT0447,Akasa Air,Bangalore,Pune,11,61.0,2 Stops,9.9,9965.0
FLT0448,Vistara,Chennai,Delhi,3,54.0,Non-stop,1.8,5908.0
FLT0449,IndiGo,Kolkata,Bangalore,2,96.0,Non-stop,9.8,14814.0
FLT0450,Vistara,Chennai,Bangalore,2,67.0,1 Stop,2.8,7865.0
FLT0451,IndiGo,Mumbai,Bangalore,10,57.0,Non-stop,6.6,11978.0
FLT0452,GoAir,Mumbai,Chennai,2,50.0,Non-stop,4.8,8449.0
FLT0453,SpiceJet,Bangalore,Delhi,7,46.0,1 Stop,4.5,6423.0
FLT0454,IndiGo,Hyderabad,Delhi,12,67.0,Non-stop,9.4,13828.0
FLT0455,IndiGo,Kolkata,Hyderabad,8,83.0,1 Stop,2.3,4459.0
FLT0456,IndiGo,Bangalore,Delhi,5,52.0,2 Stops,10.0,10919.0
FLT0457,Akasa Air,Kolkata,Mumbai,3,97.0,1 Stop,4.4,8090.0
FLT0458,Air India,Kolkata,Pune,1,100.0,1 Stop,6.8,9351.0
FLT0459,GoAir,Bangalore,Hyderabad,2,52.0,1 Stop,9.7,10853.0
FLT0460,SpiceJet,Bangalore,Chennai,12,110.0,2 Stops,1.5,3363.0
FLT0461,Vistara,Hyderabad,Mumbai,2,21.0,Non-stop,9.3,16977.0
FLT0462,IndiGo,Chennai,Goa,1,112.0,Non-stop,6.1,10579.0
FLT0463,Akasa Air,Delhi,Pune,10,36.0,1 Stop,7.3,9117.0
FLT0464,Air India,Kolkata,Goa,6,68.0,1 Stop,2.3,6320.0
FLT0465,Vistara,Chennai,Delhi,5,35.0,Non-stop,5.8,12525.0
FLT0466,SpiceJet,Chennai,Delhi,9,54.0,1 Stop,7.1,9432.0
FLT0467,SpiceJet,Kolkata,Bangalore,7,41.0,Non-stop,5.1,8975.0
FLT0468,Akasa Air,Hyderabad,Mumbai,11,85.0,2 Stops,2.4,4975.0
FLT0469,IndiGo,Mumbai,Pune,6,10.0,Non-stop,3.2,5297.0
FLT0470,Vistara,Bangalore,Mumbai,9,101.0,Non-stop,8.7,19239.0
FLT0471,Air India,Mumbai,Bangalore,11,109.0,Non-stop,1.3,6092.0
FLT0472,Vistara,Chennai,Goa,6,68.0,Non-stop,7.4,16590.0
FLT0473,IndiGo,Bangalore,Pune,4,66.0,Non-stop,10.0,14056.0
FLT0474,IndiGo,Bangalore,Mumbai,12,84.0,Non-stop,1.1,4537.0
FLT0475,IndiGo,Kolkata,Chennai,3,24.0,Non-stop,2.4,4845.0
FLT0476,Air India,Bangalore,Kolkata,1,90.0,Non-stop,7.1,12381.0
FLT0477,Air India,Bangalore,Hyderabad,7,27.0,Non-stop,1.5,4668.0
FLT0478,Vistara,Bangalore,Goa,12,82.0,Non-stop,6.3,15007.0
FLT0479,SpiceJet,Mumbai,Pune,2,37.0,Non-stop,7.2,10202.0
FLT0480,Air India,Delhi,Goa,11,90.0,Non-stop,6.3,14039.0
FLT0481,Air India,Kolkata,Delhi,10,95.0,Non-stop,4.3,10593.0
FLT0482,IndiGo,Delhi,Mumbai,12,26.0,Non-stop,7.3,13157.0
FLT0483,Vistara,Mumbai,Kolkata,6,75.0,Non-stop,6.3,14246.0
FLT0484,Air India,Kolkata,Delhi,4,60.0,1 Stop,2.9,6523.0
FLT0485,IndiGo,Delhi,Bangalore,7,36.0,2 Stops,6.1,6994.0
FLT0486,Air India,Chennai,Mumbai,2,71.0,2 Stops,8.9,10949.0
FLT0487,Vistara,Kolkata,Goa,11,120.0,1 Stop,7.0,14280.0
FLT0488,IndiGo,Chennai,Delhi,8,1.0,1 Stop,5.2,5542.0
FLT0489,Vistara,Mumbai,Kolkata,6,115.0,Non-stop,3.9,11307.0
FLT0490,Vistara,Delhi,Mumbai,7,103.0,1 Stop,1.8,5896.0
FLT0491,SpiceJet,Hyderabad,Mumbai,9,64.0,1 Stop,3.2,5273.0
FLT0492,SpiceJet,Mumbai,Kolkata,7,74.0,1 Stop,1.1,2853.0
FLT0493,SpiceJet,Kolkata,Bangalore,11,45.0,2 Stops,9.9,10672.0
FLT0494,Air India,Mumbai,Goa,12,16.0,1 Stop,3.0,7014.0
FLT0495,GoAir,Delhi,Bangalore,12,69.0,1 Stop,8.3,11474.0
FLT0496,Vistara,Kolkata,Hyderabad,8,98.0,1 Stop,2.5,6154.0
FLT0497,Air India,Hyderabad,Pune,9,28.0,Non-stop,3.6,5821.0
FLT0498,Vistara,Hyderabad,Pune,4,87.0,2 Stops,4.8,6872.0
FLT0499,Air India,Kolkata,Pune,1,90.0,Non-stop,3.9,6804.0
FLT0500,Vistara,Mumbai,Delhi,5,91.0,2 Stops,8.2,14170.0
FLT0501,SpiceJet,Hyderabad,Kolkata,11,41.0,1 Stop,9.6,10495.0
FLT0502,GoAir,Kolkata,Pune,2,48.0,Non-stop,8.9,11815.0
FLT0503,Akasa Air,Mumbai,Pune,7,50.0,1 Stop,2.4,3951.0
FLT0504,Vistara,Delhi,Kolkata,3,103.0,Non-stop,8.0,16204.0
FLT0505,Vistara,Hyderabad,Mumbai,6,109.0,1 Stop,2.3,6643.0
FLT0506,GoAir,Mumbai,Pune,2,50.0,1 Stop,9.2,9925.0
FLT0507,Air India,Kolkata,Chennai,9,117.0,1 Stop,5.7,9323.0
FLT0508,GoAir,Delhi,Goa,10,69.0,1 Stop,4.0,6403.0
FLT0509,Vistara,Mumbai,Bangalore,10,47.0,Non-stop,2.4,8786.0
FLT0510,IndiGo,Mumbai,Bangalore,9,1.0,Non-stop,1.1,3600.0
FLT0511,IndiGo,Mumbai,Delhi,3,74.0,Non-stop,3.2,8145.0
FLT0512,GoAir,Kolkata,Delhi,7,78.0,Non-stop,9.2,12607.0
FLT0513,IndiGo,Hyderabad,Chennai,2,117.0,1 Stop,8.2,9901.0
FLT0514,Air India,Hyderabad,Mumbai,5,87.0,Non-stop,9.7,16476.0
FLT0515,Air India,Kolkata,Chennai,7,4.0,Non-stop,1.9,6293.0
FLT0516,IndiGo,Mumbai,Chennai,9,69.0,1 Stop,6.3,8531.0
FLT0517,Air India,Hyderabad,Kolkata,2,90.0,1 Stop,3.3,6306.0
FLT0518,SpiceJet,Chennai,Goa,10,60.0,Non-stop,5.9,8979.0
FLT0519,IndiGo,Chennai,Pune,6,52.0,2 Stops,3.9,6122.0
FLT0520,GoAir,Kolkata,Chennai,11,98.0,1 Stop,3.6,6080.0
FLT0521,GoAir,Kolkata,Bangalore,7,74.0,Non-stop,6.2,8930.0
FLT0522,Air India,Hyderabad,Pune,7,82.0,1 Stop,2.6,5235.0
FLT0523,IndiGo,Chennai,Delhi,9,56.0,Non-stop,5.2,8963.0
FLT0524,Vistara,Chennai,Kolkata,10,34.0,Non-stop,6.9,12484.0
FLT0525,IndiGo,Kolkata,Chennai,2,63.0,1 Stop,2.2,4861.0
FLT0526,Air India,Mumbai,Hyderabad,7,116.0,Non-stop,9.4,16514.0
FLT0527,Akasa Air,Mumbai,Kolkata,1,73.0,Non-stop,5.6,9730.0
FLT0528,Akasa Air,Chennai,Bangalore,6,85.0,1 Stop,8.4,10857.0
FLT0529,GoAir,Delhi,Mumbai,10,15.0,Non-stop,6.9,10463.0
FLT0530,Air India,Mumbai,Hyderabad,11,119.0,1 Stop,7.4,12065.0
FLT0531,SpiceJet,Kolkata,Mumbai,4,30.0,Non-stop,7.4,10905.0
FLT0532,SpiceJet,Hyderabad,Mumbai,5,117.0,2 Stops,8.9,9387.0
FLT0533,Air India,Chennai,Mumbai,7,54.0,1 Stop,6.5,11316.0
FLT0534,SpiceJet,Bangalore,Chennai,5,111.0,2 Stops,3.5,4805.0
FLT0535,IndiGo,Bangalore,Pune,3,108.0,1 Stop,1.9,4826.0
FLT0536,IndiGo,Kolkata,Mumbai,4,91.0,Non-stop,6.5,11206.0
FLT0537,Vistara,Chennai,Pune,5,110.0,1 Stop,1.6,6441.0
FLT0538,IndiGo,Delhi,Hyderabad,7,74.0,Non-stop,3.2,5894.0
FLT0539,IndiGo,Chennai,Goa,12,102.0,1 Stop,1.5,4377.0
FLT0540,GoAir,Bangalore,Mumbai,7,21.0,1 Stop,5.9,7309.0
FLT0541,Akasa Air,Kolkata,Hyderabad,5,9.0,Non-stop,2.4,4940.0
FLT0542,Vistara,Hyderabad,Goa,8,66.0,2 Stops,6.5,9377.0
FLT0543,GoAir,Hyderabad,Pune,10,98.0,Non-stop,8.1,9107.0
FLT0544,Akasa Air,Chennai,Mumbai,6,92.0,1 Stop,8.4,9751.0
FLT0545,IndiGo,Bangalore,Pune,6,64.0,1 Stop,3.8,6382.0
FLT0546,Air India,Bangalore,Delhi,3,63.0,Non-stop,5.9,11622.0
FLT0547,Air India,Mumbai,Kolkata,11,74.0,1 Stop,6.1,9555.0
FLT0548,IndiGo,Hyderabad,Chennai,11,105.0,1 Stop,5.3,8210.0
FLT0549,SpiceJet,Hyderabad,Kolkata,3,102.0,Non-stop,6.9,8713.0
FLT0550,Air India,Hyderabad,Kolkata,5,14.0,1 Stop,2.9,5797.0
FLT0551,Vistara,Mumbai,Delhi,4,72.0,Non-stop,9.8,20056.0
FLT0552,IndiGo,Mumbai,Kolkata,12,46.0,1 Stop,1.9,5770.0
FLT0553,IndiGo,Hyderabad,Goa,1,96.0,Non-stop,8.5,13970.0
FLT0554,Akasa Air,Chennai,Bangalore,3,61.0,2 Stops,6.3,6719.0
FLT0555,IndiGo,Kolkata,Bangalore,4,119.0,2 Stops,3.2,5022.0
FLT0556,IndiGo,Bangalore,Goa,7,52.0,Non-stop,7.7,14072.0
FLT0557,Air India,Bangalore,Delhi,3,82.0,Non-stop,1.8,6196.0
FLT0558,Vistara,Chennai,Mumbai,7,14.0,1 Stop,8.0,13034.0
FLT0559,Vistara,Kolkata,Mumbai,9,112.0,1 Stop,6.3,13207.0
FLT0560,Vistara,Bangalore,Chennai,10,19.0,1 Stop,2.0,4758.0
FLT0561,IndiGo,Kolkata,Goa,2,46.0,Non-stop,1.7,5120.0
FLT0562,IndiGo,Mumbai,Chennai,2,101.0,Non-stop,7.8,13492.0
FLT0563,GoAir,Bangalore,Goa,2,117.0,2 Stops,3.6,6402.0
FLT0564,SpiceJet,Hyderabad,Delhi,11,59.0,1 Stop,9.0,10139.0
FLT0565,SpiceJet,Hyderabad,Mumbai,8,59.0,1 Stop,7.9,9269.0
FLT0566,SpiceJet,Hyderabad,Kolkata,7,6.0,1 Stop,7.3,6551.0
FLT0567,SpiceJet,Mumbai,Pune,10,118.0,2 Stops,3.5,4383.0
FLT0568,IndiGo,Hyderabad,Mumbai,8,2.0,Non-stop,7.4,11117.0
FLT0569,Air India,Hyderabad,Kolkata,3,4.0,Non-stop,9.5,13547.0
FLT0570,Vistara,Hyderabad,Chennai,7,57.0,2 Stops,1.8,4268.0
FLT0571,Air India,Delhi,Kolkata,9,1.0,2 Stops,3.9,6382.0
FLT0572,GoAir,Kolkata,Delhi,1,20.0,Non-stop,3.1,4598.0
FLT0573,Vistara,Hyderabad,Kolkata,8,76.0,Non-stop,4.5,9545.0
FLT0574,SpiceJet,Kolkata,Goa,6,85.0,1 Stop,7.7,10592.0
FLT0575,GoAir,Mumbai,Delhi,1,36.0,Non-stop,5.3,8128.0
FLT0576,Vistara,Kolkata,Chennai,4,96.0,Non-stop,6.1,13451.0
FLT0577,Akasa Air,Delhi,Chennai,6,73.0,2 Stops,3.8,6051.0
FLT0578,Vistara,Bangalore,Goa,5,28.0,Non-stop,2.3,8441.0
FLT0579,GoAir,Chennai,Bangalore,4,86.0,1 Stop,3.4,6572.0
FLT0580,Air India,Bangalore,Chennai,8,72.0,Non-stop,8.7,14011.0
FLT0581,Vistara,Kolkata,Hyderabad,5,98.0,Non-stop,6.4,12969.0
FLT0582,Vistara,Mumbai,Delhi,6,19.0,1 Stop,4.4,9746.0
FLT0583,IndiGo,Chennai,Pune,10,28.0,Non-stop,8.1,9775.0
FLT0584,Air India,Chennai,Pune,2,37.0,1 Stop,1.6,3884.0
FLT0585,Akasa Air,Chennai,Hyderabad,5,41.0,Non-stop,3.3,5108.0
FLT0586,SpiceJet,Mumbai,Hyderabad,1,107.0,2 Stops,3.1,5278.0
FLT0587,IndiGo,Mumbai,Hyderabad,12,88.0,1 Stop,9.9,13517.0
FLT0588,Air India,Mumbai,Pune,3,66.0,1 Stop,7.4,10859.0
FLT0589,IndiGo,Bangalore,Goa,10,65.0,Non-stop,6.6,11149.0
FLT0590,IndiGo,Chennai,Mumbai,3,107.0,Non-stop,1.0,4095.0
FLT0591,Akasa Air,Bangalore,Chennai,4,54.0,Non-stop,2.7,6123.0
FLT0592,Air India,Bangalore,Hyderabad,8,28.0,1 Stop,6.7,9686.0
FLT0593,Air India,Mumbai,Chennai,10,17.0,Non-stop,4.4,6986.0
FLT0594,Vistara,Mumbai,Pune,3,40.0,Non-stop,9.3,17614.0
FLT0595,IndiGo,Chennai,Pune,3,79.0,Non-stop,7.9,10745.0
FLT0596,IndiGo,Kolkata,Hyderabad,11,57.0,Non-stop,5.0,7699.0
FLT0597,SpiceJet,Mumbai,Bangalore,4,51.0,Non-stop,7.7,12994.0
FLT0598,SpiceJet,Hyderabad,Bangalore,3,58.0,Non-stop,9.8,12516.0
FLT0599,Akasa Air,Chennai,Hyderabad,9,117.0,Non-stop,5.1,7587.0
FLT0600,Vistara,Mumbai,Hyderabad,2,120.0,1 Stop,6.8,12726.0
FLT0601,Vistara,Bangalore,Pune,11,20.0,Non-stop,9.3,17808.0
FLT0602,SpiceJet,Delhi,Hyderabad,11,14.0,Non-stop,3.2,6736.0
FLT0603,Akasa Air,Delhi,Goa,11,30.0,1 Stop,9.0,12411.0
FLT0604,SpiceJet,Bangalore,Goa,4,103.0,1 Stop,1.9,5344.0
FLT0605,Akasa Air,Bangalore,Hyderabad,2,56.0,Non-stop,6.8,10594.0
FLT0606,GoAir,Kolkata,Bangalore,6,104.0,1 Stop,8.0,9272.0
FLT0607,GoAir,Delhi,Kolkata,5,78.0,2 Stops,6.5,7702.0
FLT0608,IndiGo,Hyderabad,Chennai,12,67.0,1 Stop,5.5,6885.0
FLT0609,SpiceJet,Mumbai,Hyderabad,8,34.0,2 Stops,6.6,7293.0
FLT0610,Air India,Delhi,Pune,12,42.0,1 Stop,2.4,4978.0
FLT0611,Vistara,Kolkata,Bangalore,10,18.0,Non-stop,2.9,8020.0
FLT0612,SpiceJet,Kolkata,Pune,9,63.0,1 Stop,3.4,4814.0
FLT0613,Akasa Air,Chennai,Delhi,2,34.0,1 Stop,6.4,6005.0
FLT0614,Akasa Air,Delhi,Hyderabad,1,36.0,2 Stops,5.0,5849.0
FLT0615,Air India,Delhi,Chennai,1,5.0,1 Stop,3.2,6047.0
FLT0616,SpiceJet,Bangalore,Chennai,8,96.0,Non-stop,8.9,13066.0
FLT0617,SpiceJet,Bangalore,Kolkata,3,113.0,1 Stop,4.4,6886.0
FLT0618,Air India,Hyderabad,Mumbai,12,60.0,Non-stop,5.0,11246.0
FLT0619,IndiGo,Mumbai,Kolkata,2,65.0,1 Stop,4.7,7737.0
FLT0620,IndiGo,Mumbai,Hyderabad,12,112.0,1 Stop,2.6,6093.0
FLT0621,GoAir,Hyderabad,,9,62.0,1 Stop,7.6,9327.0
FLT0622,Vistara,Delhi,Mumbai,2,75.0,1 Stop,5.0,10917.0
FLT0623,Akasa Air,Delhi,Chennai,1,52.0,1 Stop,1.1,2655.0
FLT0624,Vistara,Bangalore,Mumbai,5,62.0,1 Stop,9.7,16439.0
FLT0625,Akasa Air,Bangalore,Kolkata,5,63.0,1 Stop,8.3,10496.0
FLT0626,Air India,Chennai,Hyderabad,4,86.0,1 Stop,7.5,10608.0
FLT0627,GoAir,Hyderabad,Delhi,7,73.0,1 Stop,8.8,9266.0
FLT0628,IndiGo,Hyderabad,Chennai,2,61.0,Non-stop,9.2,12703.0
FLT0629,Vistara,Mumbai,Hyderabad,2,10.0,1 Stop,4.0,7708.0
FLT0630,GoAir,Hyderabad,Goa,9,109.0,Non-stop,6.5,10732.0
FLT0631,Akasa Air,Chennai,Hyderabad,12,107.0,1 Stop,6.5,7961.0
FLT0632,GoAir,Delhi,Bangalore,4,23.0,1 Stop,3.4,5530.0
FLT0633,IndiGo,Hyderabad,Kolkata,12,36.0,1 Stop,3.0,5320.0
FLT0634,Air India,Delhi,Hyderabad,5,117.0,Non-stop,2.0,7611.0
FLT0635,IndiGo,Chennai,Delhi,5,39.0,Non-stop,6.9,9802.0
FLT0636,IndiGo,Kolkata,Goa,2,98.0,1 Stop,8.0,11218.0
FLT0637,SpiceJet,Mumbai,Pune,6,95.0,Non-stop,7.8,11917.0
